NU,X,Y,Ux,Uy
0.06,0.030000000000000002,0.025,-0.0702829,0.042487
0.06,0.035,0.025,-0.0859618,0.0374053
0.06,0.04,0.025,-0.0988223,0.0291122
0.06,0.045,0.025,-0.107934,0.0184654
0.06,0.049999999999999996,0.025,-0.112674,0.00637964
0.06,0.05499999999999999,0.025,-0.112726,-0.00620687
0.06,0.05999999999999999,0.025,-0.108077,-0.0183445
0.06,0.06499999999999999,0.025,-0.099023,-0.0290783
0.06,0.06999999999999999,0.025,-0.0861749,-0.0374644
0.06,0.075,0.025,-0.0704629,-0.0426124
0.06,0.08,0.025,-0.0531307,-0.0437669
0.06,0.085,0.025,-0.0356768,-0.0404376
0.06,0.09000000000000001,0.025,-0.019767,-0.0325687
0.06,0.09500000000000001,0.025,-0.00745029,-0.0207586
0.06,0.10000000000000002,0.025,-0.00124313,-0.00666913
0.06,0.005,0.030000000000000002,-0.00158776,0.0110277
0.06,0.01,0.030000000000000002,-0.0093005,0.0317577
0.06,0.015,0.030000000000000002,-0.0243135,0.0481179
0.06,0.02,0.030000000000000002,-0.0433474,0.0585037
0.06,0.025,0.030000000000000002,-0.0638746,0.0624702
0.06,0.030000000000000002,0.030000000000000002,-0.0839797,0.0603026
0.06,0.035,0.030000000000000002,-0.102023,0.0527635
0.06,0.04,0.030000000000000002,-0.116689,0.0408966
0.06,0.045,0.030000000000000002,-0.127019,0.0258813
0.06,0.049999999999999996,0.030000000000000002,-0.132385,0.00894898
0.06,0.05499999999999999,0.030000000000000002,-0.132471,-0.00865211
0.06,0.05999999999999999,0.030000000000000002,-0.127259,-0.0256631
0.06,0.06499999999999999,0.030000000000000002,-0.117036,-0.0408127
0.06,0.06999999999999999,0.030000000000000002,-0.102408,-0.0528285
0.06,0.075,0.030000000000000002,-0.0843329,-0.0604835
0.06,0.08,0.030000000000000002,-0.0641382,-0.0626943
0.06,0.085,0.030000000000000002,-0.043495,-0.0586825
0.06,0.09000000000000001,0.030000000000000002,-0.0243586,-0.0481839
0.06,0.09500000000000001,0.030000000000000002,-0.00929013,-0.0317054
0.06,0.10000000000000002,0.030000000000000002,-0.00157624,-0.0109467
0.06,0.005,0.035,-0.00193387,0.0162737
0.06,0.01,0.035,-0.0111945,0.0449675
0.06,0.015,0.035,-0.0289999,0.0666536
0.06,0.02,0.035,-0.0512462,0.0798168
0.06,0.025,0.035,-0.0748661,0.0842693
0.06,0.030000000000000002,0.035,-0.0976647,0.0806518
0.06,0.035,0.035,-0.117867,0.0701219
0.06,0.04,0.035,-0.134123,0.054113
0.06,0.045,0.035,-0.145496,0.0341645
0.06,0.049999999999999996,0.035,-0.151397,0.0118333
0.06,0.05499999999999999,0.035,-0.151532,-0.0113325
0.06,0.05999999999999999,0.035,-0.145877,-0.0337804
0.06,0.06499999999999999,0.035,-0.134685,-0.0539316
0.06,0.06999999999999999,0.035,-0.118513,-0.0701739
0.06,0.075,0.035,-0.098287,-0.0809005
0.06,0.08,0.035,-0.0753696,-0.0846174
0.06,0.085,0.035,-0.0515736,-0.0801348
0.06,0.09000000000000001,0.035,-0.0291495,-0.0668283
0.06,0.09500000000000001,0.035,-0.0112219,-0.0449624
0.06,0.10000000000000002,0.035,-0.0019274,-0.0161865
0.06,0.005,0.04,-0.00232236,0.0225344
0.06,0.01,0.04,-0.0132583,0.0605619
0.06,0.015,0.04,-0.0339964,0.0882424
0.06,0.02,0.04,-0.05949,0.104268
0.06,0.025,0.04,-0.0860823,0.108899
0.06,0.030000000000000002,0.04,-0.111317,0.10332
0.06,0.035,0.04,-0.133341,0.089227
0.06,0.04,0.04,-0.150848,0.0685283
0.06,0.045,0.04,-0.162996,0.043157
0.06,0.049999999999999996,0.04,-0.169289,0.0149862
0.06,0.05499999999999999,0.04,-0.169489,-0.0141701
0.06,0.05999999999999999,0.04,-0.163564,-0.0425093
0.06,0.06499999999999999,0.04,-0.151699,-0.0681782
0.06,0.06999999999999999,0.04,-0.134343,-0.0892316
0.06,0.075,0.04,-0.112317,-0.103646
0.06,0.08,0.04,-0.0869338,-0.109422
0.06,0.085,0.04,-0.0600894,-0.104805
0.06,0.09000000000000001,0.04,-0.0343134,-0.0886127
0.06,0.09500000000000001,0.04,-0.0133524,-0.0606709
0.06,0.10000000000000002,0.04,-0.00232705,-0.0224654
0.06,0.005,0.045,-0.00278295,0.02993
0.06,0.01,0.045,-0.0155899,0.0787253
0.06,0.015,0.045,-0.0394378,0.11298
0.06,0.02,0.045,-0.0681546,0.131779
0.06,0.025,0.045,-0.0974415,0.136103
0.06,0.030000000000000002,0.045,-0.124634,0.127924
0.06,0.035,0.045,-0.147907,0.109652
0.06,0.04,0.045,-0.16611,0.0837636
0.06,0.045,0.045,-0.178603,0.0526037
0.06,0.049999999999999996,0.045,-0.185061,0.0183266
0.06,0.05499999999999999,0.045,-0.185337,-0.0170553
0.06,0.05999999999999999,0.045,-0.179394,-0.0515666
0.06,0.06499999999999999,0.045,-0.16731,-0.0831477
0.06,0.06999999999999999,0.045,-0.149349,-0.109555
0.06,0.075,0.045,-0.126115,-0.128326
0.06,0.08,0.045,-0.0987535,-0.136855
0.06,0.085,0.045,-0.0691297,-0.132637
0.06,0.09000000000000001,0.045,-0.0399976,-0.113667
0.06,0.09500000000000001,0.045,-0.0157875,-0.0790498
0.06,0.10000000000000002,0.045,-0.00280726,-0.0299213
0.06,0.005,0.049999999999999996,-0.00335448,0.0386403
0.06,0.01,0.049999999999999996,-0.0183021,0.0997002
0.06,0.015,0.049999999999999996,-0.0454394,0.140928
0.06,0.02,0.049999999999999996,-0.0772081,0.16212
0.06,0.025,0.049999999999999996,-0.108628,0.165376
0.06,0.030000000000000002,0.049999999999999996,-0.136944,0.15379
0.06,0.035,0.049999999999999996,-0.160529,0.130691
0.06,0.04,0.049999999999999996,-0.178563,0.0992121
0.06,0.045,0.049999999999999996,-0.190745,0.0621001
0.06,0.049999999999999996,0.049999999999999996,-0.197015,0.0217175
0.06,0.05499999999999999,0.049999999999999996,-0.19737,-0.0198338
0.06,0.05999999999999999,0.049999999999999996,-0.191767,-0.060528
0.06,0.06499999999999999,0.049999999999999996,-0.180135,-0.0982106
0.06,0.06999999999999999,0.049999999999999996,-0.162458,-0.130415
0.06,0.075,0.049999999999999996,-0.138979,-0.154249
0.06,0.08,0.049999999999999996,-0.110495,-0.166411
0.06,0.085,0.049999999999999996,-0.0786589,-0.163415
0.06,0.09000000000000001,0.049999999999999996,-0.0463235,-0.142086
0.06,0.09500000000000001,0.049999999999999996,-0.0186471,-0.100381
0.06,0.10000000000000002,0.049999999999999996,-0.00340945,-0.0387562
0.06,0.005,0.05499999999999999,-0.00409893,0.0489244
0.06,0.01,0.05499999999999999,-0.0215511,0.123777
0.06,0.015,0.05499999999999999,-0.0521048,0.172038
0.06,0.02,0.05499999999999999,-0.0864698,0.194778
0.06,0.025,0.05499999999999999,-0.119,0.195819
0.06,0.030000000000000002,0.05499999999999999,-0.147076,0.179814
0.06,0.035,0.05499999999999999,-0.169538,0.151243
0.06,0.04,0.05499999999999999,-0.186127,0.113954
0.06,0.045,0.05499999999999999,-0.197051,0.0710398
0.06,0.049999999999999996,0.05499999999999999,-0.202627,0.024945
0.06,0.05499999999999999,0.05499999999999999,-0.203044,-0.0222989
0.06,0.05999999999999999,0.05499999999999999,-0.198266,-0.0687868
0.06,0.06499999999999999,0.05499999999999999,-0.188023,-0.112434
0.06,0.06999999999999999,0.05499999999999999,-0.171919,-0.150686
0.06,0.075,0.05499999999999999,-0.149664,-0.180282
0.06,0.08,0.05499999999999999,-0.121461,-0.197164
0.06,0.085,0.05499999999999999,-0.088467,-0.196624
0.06,0.09000000000000001,0.05499999999999999,-0.0533883,-0.173845
0.06,0.09500000000000001,0.05499999999999999,-0.0220917,-0.124993
0.06,0.10000000000000002,0.05499999999999999,-0.0041984,-0.0492556
0.06,0.005,0.05999999999999999,-0.0051267,0.0611678
0.06,0.01,0.05999999999999999,-0.0255787,0.15128
0.06,0.015,0.05999999999999999,-0.0595206,0.206032
0.06,0.02,0.05999999999999999,-0.0955188,0.228766
0.06,0.025,0.05999999999999999,-0.127424,0.225933
0.06,0.030000000000000002,0.05999999999999999,-0.153159,0.204291
0.06,0.035,0.05999999999999999,-0.172421,0.16969
0.06,0.04,0.05999999999999999,-0.185798,0.126683
0.06,0.045,0.05999999999999999,-0.194194,0.0785734
0.06,0.049999999999999996,0.05999999999999999,-0.198397,0.0276999
0.06,0.05499999999999999,0.05999999999999999,-0.198838,-0.0241885
0.06,0.05999999999999999,0.05999999999999999,-0.195493,-0.0755269
0.06,0.06499999999999999,0.05999999999999999,-0.187865,-0.12452
0.06,0.06999999999999999,0.05999999999999999,-0.175089,-0.168729
0.06,0.075,0.05999999999999999,-0.156165,-0.204677
0.06,0.08,0.05999999999999999,-0.130408,-0.227566
0.06,0.085,0.05999999999999999,-0.0980622,-0.231244
0.06,0.09000000000000001,0.05999999999999999,-0.0612494,-0.208665
0.06,0.09500000000000001,0.05999999999999999,-0.0263613,-0.153243
0.06,0.10000000000000002,0.05999999999999999,-0.00528718,-0.061834
0.06,0.005,0.06499999999999999,-0.00664077,0.0759789
0.06,0.01,0.06499999999999999,-0.0307667,0.182539
0.06,0.015,0.06499999999999999,-0.0676926,0.242184
0.06,0.02,0.06499999999999999,-0.10348,0.262329
0.06,0.025,0.06499999999999999,-0.131965,0.253355
0.06,0.030000000000000002,0.06499999999999999,-0.152294,0.224733
0.06,0.035,0.06499999999999999,-0.165539,0.183798
0.06,0.04,0.06499999999999999,-0.173442,0.135664
0.06,0.045,0.06499999999999999,-0.177739,0.0835985
0.06,0.049999999999999996,0.06499999999999999,-0.179741,0.0295732
0.06,0.05499999999999999,0.06499999999999999,-0.180137,-0.0251953
0.06,0.05999999999999999,0.06499999999999999,-0.178922,-0.079728
0.06,0.06499999999999999,0.06499999999999999,-0.175383,-0.13278
0.06,0.06999999999999999,0.06499999999999999,-0.168152,-0.182307
0.06,0.075,0.06499999999999999,-0.155392,-0.224894
0.06,0.08,0.06499999999999999,-0.135222,-0.255172
0.06,0.085,0.06499999999999999,-0.106437,-0.265436
0.06,0.09000000000000001,0.06499999999999999,-0.0698453,-0.245775
0.06,0.09500000000000001,0.06499999999999999,-0.0318242,-0.185467
0.06,0.10000000000000002,0.06499999999999999,-0.00688094,-0.0771284
0.06,0.005,0.06999999999999999,-0.00900638,0.0943526
0.06,0.01,0.06999999999999999,-0.0376712,0.217754
0.06,0.015,0.06999999999999999,-0.0763142,0.278916
0.06,0.02,0.06999999999999999,-0.108546,0.292502
0.06,0.025,0.06999999999999999,-0.129321,0.274543
0.06,0.030000000000000002,0.06999999999999999,-0.14005,0.237722
0.06,0.035,0.06999999999999999,-0.143763,0.190708
0.06,0.04,0.06999999999999999,-0.14357,0.138791
0.06,0.045,0.06999999999999999,-0.142047,0.0848189
0.06,0.049999999999999996,0.06999999999999999,-0.140963,0.030078
0.06,0.05499999999999999,0.06999999999999999,-0.141216,-0.0249956
0.06,0.05999999999999999,0.06999999999999999,-0.142832,-0.0802355
0.06,0.06499999999999999,0.06999999999999999,-0.144945,-0.135205
0.06,0.06999999999999999,0.06999999999999999,-0.145776,-0.188596
0.06,0.075,0.06999999999999999,-0.142668,-0.237471
0.06,0.08,0.06999999999999999,-0.132349,-0.276325
0.06,0.085,0.06999999999999999,-0.111571,-0.296086
0.06,0.09000000000000001,0.06999999999999999,-0.0787423,-0.283475
0.06,0.09500000000000001,0.06999999999999999,-0.0389999,-0.221823
0.06,0.10000000000000002,0.06999999999999999,-0.00934444,-0.0961555
0.06,0.005,0.075,-0.0128139,0.11789
0.06,0.01,0.075,-0.0468841,0.256601
0.06,0.015,0.075,-0.0840757,0.313047
0.06,0.02,0.075,-0.106942,0.314501
0.06,0.025,0.075,-0.113813,0.284512
0.06,0.030000000000000002,0.075,-0.109706,0.238953
0.06,0.035,0.075,-0.100032,0.187143
0.06,0.04,0.075,-0.0891862,0.133835
0.06,0.045,0.075,-0.0803212,0.0809324
0.06,0.049999999999999996,0.075,-0.0754102,0.0287236
0.06,0.05499999999999999,0.075,-0.0754124,-0.0233102
0.06,0.05999999999999999,0.075,-0.0803848,-0.0759429
0.06,0.06499999999999999,0.075,-0.0894685,-0.129725
0.06,0.06999999999999999,0.075,-0.100747,-0.184412
0.06,0.075,0.075,-0.111043,-0.238102
0.06,0.08,0.075,-0.11582,-0.285926
0.06,0.085,0.075,-0.109396,-0.318203
0.06,0.09000000000000001,0.075,-0.0864132,-0.31836
0.06,0.09500000000000001,0.075,-0.0483955,-0.261855
0.06,0.10000000000000002,0.075,-0.0132576,-0.120514
0.06,0.005,0.08,-0.0187191,0.149117
0.06,0.01,0.08,-0.058166,0.297218
0.06,0.015,0.08,-0.0867994,0.338474
0.06,0.02,0.08,-0.0908328,0.32101
0.06,0.025,0.08,-0.0757353,0.276835
0.06,0.030000000000000002,0.08,-0.0512646,0.223679
0.06,0.035,0.08,-0.0249687,0.170012
0.06,0.04,0.08,-0.00184653,0.118986
0.06,0.045,0.08,0.0150542,0.0710037
0.06,0.049999999999999996,0.08,0.0240518,0.0251628
0.06,0.05499999999999999,0.08,0.0243814,-0.0200014
0.06,0.05999999999999999,0.08,0.0159642,-0.0661271
0.06,0.06499999999999999,0.08,-0.00058706,-0.114737
0.06,0.06999999999999999,0.08,-0.0237172,-0.166834
0.06,0.075,0.08,-0.0504456,-0.222126
0.06,0.08,0.08,-0.0757206,-0.277493
0.06,0.085,0.08,-0.0917543,-0.324249
0.06,0.09000000000000001,0.08,-0.0883544,-0.343994
0.06,0.09500000000000001,0.08,-0.0595859,-0.303429
0.06,0.10000000000000002,0.08,-0.0192315,-0.152674
0.06,0.005,0.085,-0.0262687,0.192206
0.06,0.01,0.085,-0.0674207,0.333818
0.06,0.015,0.085,-0.0730105,0.343736
0.06,0.02,0.085,-0.0444336,0.301333
0.06,0.025,0.085,0.00103716,0.244108
0.06,0.030000000000000002,0.085,0.0495366,0.187763
0.06,0.035,0.085,0.0931379,0.137494
0.06,0.04,0.085,0.127802,0.0937133
0.06,0.045,0.085,0.151697,0.0550064
0.06,0.049999999999999996,0.085,0.164099,0.0194032
0.06,0.05499999999999999,0.085,0.164753,-0.0151922
0.06,0.05999999999999999,0.085,0.153583,-0.0509096
0.06,0.06499999999999999,0.085,0.130687,-0.0899084
0.06,0.06999999999999999,0.085,0.0966241,-0.134286
0.06,0.075,0.085,0.0530621,-0.18564
0.06,0.08,0.085,0.00394513,-0.243743
0.06,0.085,0.085,-0.0427239,-0.30343
0.06,0.09000000000000001,0.085,-0.0727379,-0.348563
0.06,0.09500000000000001,0.085,-0.0681301,-0.340318
0.06,0.10000000000000002,0.085,-0.0266744,-0.196652
0.06,0.005,0.09000000000000001,-0.0286681,0.250106
0.06,0.01,0.09000000000000001,-0.0579611,0.349858
0.06,0.015,0.09000000000000001,-0.0146283,0.309015
0.06,0.02,0.09000000000000001,0.062285,0.242294
0.06,0.025,0.09000000000000001,0.14181,0.180543
0.06,0.030000000000000002,0.09000000000000001,0.211582,0.130346
0.06,0.035,0.09000000000000001,0.267465,0.091103
0.06,0.04,0.09000000000000001,0.308674,0.0601134
0.06,0.045,0.09000000000000001,0.33576,0.0345715
0.06,0.049999999999999996,0.09000000000000001,0.349487,0.0120814
0.06,0.05499999999999999,0.09000000000000001,0.350309,-0.00941924
0.06,0.05999999999999999,0.09000000000000001,0.338184,-0.0318866
0.06,0.06499999999999999,0.09000000000000001,0.312563,-0.0574249
0.06,0.06999999999999999,0.09000000000000001,0.272543,-0.0885263
0.06,0.075,0.09000000000000001,0.217373,-0.12817
0.06,0.08,0.09000000000000001,0.147606,-0.179321
0.06,0.085,0.09000000000000001,0.067197,-0.242856
0.06,0.09000000000000001,0.09000000000000001,-0.0114949,-0.312147
0.06,0.09500000000000001,0.09000000000000001,-0.0569154,-0.355358
0.06,0.10000000000000002,0.09000000000000001,-0.0284566,-0.254841
0.06,0.005,0.09500000000000001,0.0136401,0.288402
0.06,0.01,0.09500000000000001,0.0297047,0.302273
0.06,0.015,0.09500000000000001,0.152938,0.213909
0.06,0.02,0.09500000000000001,0.281401,0.142477
0.06,0.025,0.09500000000000001,0.381623,0.0942259
0.06,0.030000000000000002,0.09500000000000001,0.455948,0.0622707
0.06,0.035,0.09500000000000001,0.509551,0.0408376
0.06,0.04,0.09500000000000001,0.546405,0.0257996
0.06,0.045,0.09500000000000001,0.569548,0.0144282
0.06,0.049999999999999996,0.09500000000000001,0.580977,0.00494077
0.06,0.05499999999999999,0.09500000000000001,0.581656,-0.0039472
0.06,0.05999999999999999,0.09500000000000001,0.57159,-0.0133705
0.06,0.06499999999999999,0.09500000000000001,0.549816,-0.0246212
0.06,0.06999999999999999,0.09500000000000001,0.514297,-0.0395079
0.06,0.075,0.09500000000000001,0.461874,-0.0608336
0.06,0.08,0.09500000000000001,0.388349,-0.0929108
0.06,0.085,0.09500000000000001,0.288217,-0.141852
0.06,0.09000000000000001,0.09500000000000001,0.158678,-0.214821
0.06,0.09500000000000001,0.09500000000000001,0.0332943,-0.305062
0.06,0.10000000000000002,0.09500000000000001,0.0153876,-0.291422
0.06,0.005,0.10000000000000002,0.304632,0.147055
0.06,0.01,0.10000000000000002,0.405636,0.127652
0.06,0.015,0.10000000000000002,0.568646,0.0748545
0.06,0.02,0.10000000000000002,0.68527,0.041989
0.06,0.025,0.10000000000000002,0.752864,0.0239896
0.06,0.030000000000000002,0.10000000000000002,0.794097,0.0140451
0.06,0.035,0.10000000000000002,0.820526,0.00837934
0.06,0.04,0.10000000000000002,0.837347,0.00494386
0.06,0.045,0.10000000000000002,0.847386,0.00263705
0.06,0.049999999999999996,0.10000000000000002,0.852177,0.000860079
0.06,0.05499999999999999,0.10000000000000002,0.85239,-0.000753504
0.06,0.05999999999999999,0.10000000000000002,0.848045,-0.00250241
0.06,0.06499999999999999,0.10000000000000002,0.838512,-0.00474746
0.06,0.06999999999999999,0.10000000000000002,0.822296,-0.00807727
0.06,0.075,0.10000000000000002,0.796585,-0.0135864
0.06,0.08,0.10000000000000002,0.756164,-0.0233479
0.06,0.085,0.10000000000000002,0.689392,-0.0412428
0.06,0.09000000000000001,0.10000000000000002,0.573078,-0.0742818
0.06,0.09500000000000001,0.10000000000000002,0.408903,-0.127713
0.06,0.10000000000000002,0.10000000000000002,0.306178,-0.147622
0.1,0.005,0.005,0.000258068,-0.000254351
0.1,0.01,0.005,0.000162115,0.000104726
0.1,0.015,0.005,-0.00114131,0.000564702
0.1,0.02,0.005,-0.00345163,0.000894697
0.1,0.025,0.005,-0.00637479,0.00106188
0.1,0.030000000000000002,0.005,-0.00950173,0.00107795
0.1,0.035,0.005,-0.0124629,0.000967637
0.1,0.04,0.005,-0.0149533,0.000759968
0.1,0.045,0.005,-0.016743,0.000483938
0.1,0.049999999999999996,0.005,-0.0176786,0.000167269
0.1,0.05499999999999999,0.005,-0.017683,-0.000163313
0.1,0.05999999999999999,0.005,-0.0167546,-0.000481287
0.1,0.06499999999999999,0.005,-0.0149679,-0.00075945
0.1,0.06999999999999999,0.005,-0.0124752,-0.000969271
0.1,0.075,0.005,-0.00950749,-0.0010809
0.1,0.08,0.005,-0.0063726,-0.00106472
0.1,0.085,0.005,-0.0034436,-0.000896028
0.1,0.09000000000000001,0.005,-0.00113224,-0.000563905
0.1,0.09500000000000001,0.005,0.000167748,-0.00010265
0.1,0.10000000000000002,0.005,0.000259606,0.00025548
0.1,0.005,0.01,-6.52902e-05,-0.000191996
0.1,0.01,0.01,-0.00156548,0.00161241
0.1,0.015,0.01,-0.00562129,0.00361195
0.1,0.02,0.01,-0.0116625,0.00506751
0.1,0.025,0.01,-0.0188884,0.00580137
0.1,0.030000000000000002,0.01,-0.0264629,0.00581844
0.1,0.035,0.01,-0.0335826,0.00520477
0.1,0.04,0.01,-0.039555,0.00408575
0.1,0.045,0.01,-0.0438436,0.00260187
0.1,0.049999999999999996,0.01,-0.0460843,0.000897579
0.1,0.05499999999999999,0.01,-0.0460926,-0.00088214
0.1,0.05999999999999999,0.01,-0.0438654,-0.00259176
0.1,0.06499999999999999,0.01,-0.0395826,-0.00408433
0.1,0.06999999999999999,0.01,-0.0336061,-0.0052121
0.1,0.075,0.01,-0.0264744,-0.00583109
0.1,0.08,0.01,-0.0188848,-0.00581357
0.1,0.085,0.01,-0.0116474,-0.00507357
0.1,0.09000000000000001,0.01,-0.00560334,-0.00360924
0.1,0.09500000000000001,0.01,-0.00155356,-0.00160393
0.1,0.10000000000000002,0.01,-6.1744e-05,0.000197685
0.1,0.005,0.015,-0.000510321,0.00103308
0.1,0.01,0.015,-0.00364766,0.00566205
0.1,0.015,0.015,-0.0104982,0.0102124
0.1,0.02,0.015,-0.0199312,0.0134785
0.1,0.025,0.015,-0.0307807,0.0150706
0.1,0.030000000000000002,0.015,-0.0419269,0.0149613
0.1,0.035,0.015,-0.0522886,0.0133226
0.1,0.04,0.015,-0.0609257,0.0104369
0.1,0.045,0.015,-0.067105,0.00663956
0.1,0.049999999999999996,0.015,-0.0703275,0.00228758
0.1,0.05499999999999999,0.015,-0.0703393,-0.00225422
0.1,0.05999999999999999,0.015,-0.0671366,-0.0066178
0.1,0.06499999999999999,0.015,-0.0609667,-0.0104341
0.1,0.06999999999999999,0.015,-0.0523257,-0.0133391
0.1,0.075,0.015,-0.0419486,-0.0149898
0.1,0.08,0.015,-0.0307818,-0.0150986
0.1,0.085,0.015,-0.019915,-0.0134934
0.1,0.09000000000000001,0.015,-0.0104757,-0.010208
0.1,0.09500000000000001,0.015,-0.00363136,-0.00564366
0.1,0.10000000000000002,0.015,-0.000505129,-0.00101889
0.1,0.005,0.02,-0.00090436,0.00337438
0.1,0.01,0.02,-0.00561786,0.0121025
0.1,0.015,0.02,-0.0152167,0.0199192
0.1,0.02,0.02,-0.0278972,0.025336
0.1,0.025,0.02,-0.0420826,0.0278188
0.1,0.030000000000000002,0.02,-0.0563957,0.0273467
0.1,0.035,0.02,-0.0695428,0.0242156
0.1,0.04,0.02,-0.0804141,0.0189093
0.1,0.045,0.02,-0.0881526,0.0120077
0.1,0.049999999999999996,0.02,-0.0921783,0.00413352
0.1,0.05499999999999999,0.02,-0.0921968,-0.00407359
0.1,0.05999999999999999,0.02,-0.0882029,-0.0119676
0.1,0.06499999999999999,0.02,-0.0804822,-0.018902
0.1,0.06999999999999999,0.02,-0.0696101,-0.0242423
0.1,0.075,0.02,-0.0564449,-0.0273958
0.1,0.08,0.02,-0.0421038,-0.0278695
0.1,0.085,0.02,-0.0278913,-0.0253662
0.1,0.09000000000000001,0.02,-0.0151959,-0.0199164
0.1,0.09500000000000001,0.02,-0.00559925,-0.0120734
0.1,0.10000000000000002,0.02,-0.000897703,-0.00334896
0.1,0.005,0.025,-0.00125231,0.00671974
0.1,0.01,0.025,-0.00747142,0.020807
0.1,0.015,0.025,-0.0197761,0.0325574
0.1,0.02,0.025,-0.035643,0.0403603
0.1,0.025,0.025,-0.0530382,0.0436544
0.1,0.030000000000000002,0.025,-0.0703181,0.0425115
0.1,0.035,0.025,-0.0860034,0.0374166
0.1,0.04,0.025,-0.0988613,0.0291049
0.1,0.045,0.025,-0.107961,0.0184409
0.1,0.049999999999999996,0.025,-0.112683,0.00634498
0.1,0.05499999999999999,0.025,-0.112714,-0.00624133
0.1,0.05999999999999999,0.025,-0.108047,-0.0183684
0.1,0.06499999999999999,0.025,-0.0989817,-0.0290846
0.1,0.06999999999999999,0.025,-0.0861313,-0.037452
0.1,0.075,0.025,-0.0704261,-0.0425868
0.1,0.08,0.025,-0.0531072,-0.0437385
0.1,0.085,0.025,-0.0356682,-0.0404181
0.1,0.09000000000000001,0.025,-0.0197692,-0.0325659
0.1,0.09500000000000001,0.025,-0.00745495,-0.0207709
0.1,0.10000000000000002,0.025,-0.00124481,-0.00668188
0.1,0.005,0.030000000000000002,-0.00158451,0.0110116
0.1,0.01,0.030000000000000002,-0.00929741,0.0317475
0.1,0.015,0.030000000000000002,-0.0243223,0.0481309
0.1,0.02,0.030000000000000002,-0.0433763,0.0585389
0.1,0.025,0.030000000000000002,-0.0639262,0.0625142
0.1,0.030000000000000002,0.030000000000000002,-0.0840489,0.0603379
0.1,0.035,0.030000000000000002,-0.102098,0.0527757
0.1,0.04,0.030000000000000002,-0.116757,0.0408792
0.1,0.045,0.030000000000000002,-0.127066,0.0258373
0.1,0.049999999999999996,0.030000000000000002,-0.132401,0.0088895
